1, 22,23,14,56,9685
2, 21,23,13,56,9686
3, 21,22,13,54,9687
4, 20,22,13,53,9688
5, 22,24,14,56,9689
6, 15,14,8,35,9690
7, 46,51,37,129,9691
8, 42,45,32,116,9692
9, 42,44,32,115,9693
10, 45,48,36,124,9694
11, 42,43,31,113,9695
12, 18,17,10,42,9696
13, 48,39,24,105,9697
14, 50,40,25,109,9698
15, 47,38,23,104,9699
16, 47,37,23,102,9700
17, 46,36,21,99,9701
18, 20,16,10,43,9702
19, 48,42,29,112,9703
20, 49,43,30,116,9704
21, 49,43,30,117,9705
22, 47,41,29,112,9706
23, 10,11,7,27,9707
24, 22,25,14,55,9708
25, 25,31,18,69,9709
26, 26,34,19,73,9710
27, 26,33,19,72,9711
28, 8,9,5,21,9712
29, 31,27,16,69,9713
30, 37,37,22,90,9714
31, 34,35,21,84,9715
32, 14,12,7,32,9716
33, 22,24,15,58,9717
34, 24,28,18,65,9718
35, 24,31,19,69,9719
36, 12,15,9,32,9720
37, 40,34,22,91,9721
38, 44,38,24,101,9722
39, 41,37,23,96,9723
40, 43,38,24,100,9724
41, 42,38,24,100,9725
42, 41,36,22,94,9726
43, 39,35,22,90,9727
44, 38,34,21,88,9728
45, 22,22,12,53,9750
46, 23,23,13,56,9751
47, 11,13,7,29,9752
48, 32,32,24,83,9753
49, 30,31,22,79,9754
50, 29,29,21,75,9755
51, 30,34,21,79,9756
52, 34,39,25,92,9757
53, 33,38,24,90,9758
54, 25,24,17,64,9759
55, 45,52,39,131,9760
56, 42,48,35,121,9761
57, 38,42,30,106,9762
58, 36,38,27,98,9763
59, 10,12,7,26,9764
60, 31,36,28,91,9765
61, 33,39,29,96,9766
62, 29,33,25,82,9767
63, 29,42,26,91,9768
64, 25,37,23,81,9769
65, 7,14,9,30,9770
66, 6,12,8,24,9771
67, 6,11,7,22,9772
68, 14,15,8,35,9773
69, 24,24,14,58,9774
70, 26,26,15,63,9775
71, 24,26,15,61,9776
72, 21,18,10,45,9786
73, 21,18,10,47,9787
74, 19,17,9,42,9788
75, 16,16,9,38,9789
76, 19,20,11,47,9790
77, 20,21,12,51,9791
78, 19,21,11,48,9792
79, 13,19,10,40,9793
80, 13,24,13,48,9794
81, 13,23,13,47,9795
82, 12,23,13,46,9796
83, 16,18,10,41,9797
84, 31,26,15,68,9798
85, 31,27,16,70,9799
86, 28,22,13,59,9800
87, 37,28,17,78,9801
88, 40,31,19,85,9802
89, 39,30,18,81,9803
90, 39,30,20,84,9814
91, 31,24,15,67,9815
92, 28,24,14,62,9816
93, 28,24,15,63,9817
94, 30,22,16,62,9818
95, 44,36,32,104,9819
96, 49,40,37,117,9820
97, 37,28,22,81,9821
98, 32,27,16,71,9822
99, 37,30,18,81,9823
100, 34,27,17,74,9824
101, 62,58,60,168,9825
102, 61,58,58,165,9826
103, 58,54,54,154,9827
104, 29,24,14,63,9828
105, 36,33,20,84,9829
106, 35,30,18,80,9830
107, 44,32,23,95,9831
108, 39,28,20,83,9832
109, 17,13,9,37,9833
110, 52,46,41,129,9834
111, 15,12,7,31,9835
112, 26,20,13,56,9836
113, 26,20,12,56,9837
